,user,location,text
561,dino_mahoney,UK/ Greece/ Hong Kong,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
562,PearlKadupul,,RT @byetwit: #SparebyPrinceHarry  talking abt the #RacistRoyalFamily social media page leaving vile comments abt M reminds me how quickly t…
563,christi73224817,"Stockton-on-Tees, England","RT @LL18again: #Spare
Years ago we walked behind coffins in cars, on the way to church. It’s not done much now. 
I know people who mourn th…"
564,Ces_gurl,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
565,chazuppal,England,RT @davidvelohue: It's a total myth to claim that there is an unwritten rule that ex-soldiers don't reveal the number of people they've kil…
566,carltrane,,RT @KJYossman: Probably my favorite detail from #Spare is that Harry was intimidated by Meghan because she’d read…. Eat Pray Love https://t…
567,adzo72,"Texas, USA","RT @DuchessJRM: Excellent article @LauraSlattery #theirishtimes 
  
#PrinceHarry #Spare 

‘That’s why, when Prince Harry was all too quiet,…"
568,canttbetamedg,,"Harry left the institution to protect is family, meanwhile Pope Francis promoted Cardinal Pell and Juan Barros who… https://t.co/y92UsO5mO6"
569,dino_mahoney,UK/ Greece/ Hong Kong,"RT @PatriamQueen: Do the media and the rest of the world know that William also lost his mother, Diana, when he was just 15? And that he al…"
570,Tween2TeenBooks,With my nose in a book,"RT @aimee_carter: Since I have a #spare moment, it seems like a good time to mention my new book, ROYAL BLOOD - about a fictional British r…"
571,AdrianReeder7,In the Desert,"RT @SussexsquadP: Finished #Spare. My tears, barely kept at bay, from the 1st word to the end when Harry insisted on bringing Lili into the…"
572,scrappywaffles,DFW 🇺🇲,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
573,Ennyls,,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
574,bocc1_,,"Reports say #KingCharles #PrinceWilliam, &amp; #KateMiddleton are back to their royal engagements for the 1st time sinc… https://t.co/ls8NGJetcJ"
575,dianefwriter,"Owen Sound, Ontario","RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
576,SussexReal,,"RT @ArchewellBaby: Prince Harry says that with Meghan, it was the first time he had to put in the work to impress a woman. Previously, they…"
577,ruthsrevenge1,USA,RT @royal_suitor: #PrinceHarry’s memoir #Spare is now the fastest-selling non-fiction book in @penguinrandom history with 1st day sales of…
578,DrMusicTherapy,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
579,JamesKM90,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
580,royalonelineart,Behind my tablet,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
581,dino_mahoney,UK/ Greece/ Hong Kong,"RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
582,cdeyc1,"Lima, Peru","Cuando la librería se pone creativa.
.
.
.
.
#principeharry #princeharry #spare #enlasombra #biografía #librería… https://t.co/5WFvpf1qt1"
583,StarkOfWntrfell,,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
584,Big_Buddy_Jape,Vatican City,RT @KJYossman: Probably my favorite detail from #Spare is that Harry was intimidated by Meghan because she’d read…. Eat Pray Love https://t…
585,ThisIsKimberrr,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
586,dino_mahoney,UK/ Greece/ Hong Kong,"RT @royal_suitor: According to Penguin Random House, “the book has smashed all records for any 1st-day nonfiction book sale it had ever put…"
587,TeamLHWurie,,"RT @Mrs_K_Suleiman: This week is a best week to bring back this video! 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾

#PrinceHarry has drove #RacistBritishMedia the #Sp…"
588,LigonsPorch,,"RT @SussexsquadP: Finished #Spare. My tears, barely kept at bay, from the 1st word to the end when Harry insisted on bringing Lili into the…"
589,manndaraee,"Jersey City, NJ",Are people going to just gloss over Harry doing an American accent in the audible version of Spare 😭 I screamed! #Spare
590,Patrici81460203,,RT @LanaMWiggins1: @ArchHazLiliMeg America does indeed love #Harry! We’re happy to have him with us where he can heal and live his best lif…
591,EmmaUdo8,,"RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
592,jw_karma,,"RT @MissWrite: The British Media seems to think they own the narrative, but boy does Harry now own them. #spare #PrinceHarrySpare"
593,JRCurtis1973,leeds,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
594,Diane27980360,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
595,Cecile54526387,,"RT @SophieCaligirl: 🔥🔥🔥🔥🔥😱This story below is about #PrinceHarry and two alleged victims of his abuse, one in the UK and one recent inciden…"
596,schmiedsrr,Bills Country,"Prince Harry excoriates the British Press. Good for him. #spare

King Charles comes out looking good but William, K… https://t.co/EZfhsNfGxC"
597,laurein45696501,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
598,hmal007,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
599,lakariniux2,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
600,scepticalists,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
601,BrandonHoya2010,,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
602,buskyta,,@PaulbernalUK “The Duke and Duchess have never cited privacy as the reason for stepping back. This distorted narrat… https://t.co/qlPUHh06us
603,WhipperyW,,Well done @sainsburys for the perfect placement of the #Spare display stand....next to the toilet roll and Pampers… https://t.co/0TVdX8N62s
604,dlpsmith7,"England, United Kingdom","RT @ChannelUK1: 🟥  ""The most racist person featured in this book is Meghan""

- Candace Owens

#HarryandMeghanNetflix #harry #MeghanMarkIe #…"
605,PearlKadupul,,"RT @dcpl: FYI 👀

DC Public Library has 30 physical copies, 30 eBook copies and 25 eAudiobook copies of #Spare by Prince Harry. As of Jan 10…"
606,SkateLikeAGirl8,Right Behind You ,#spare #princeharry 🔥 https://t.co/LyEkTIdFco
607,FayeKamsika,Increasingly Disillusioned,"Errrm, I’m really not taking sides but @TKMaxx_UK - I literally looked through your January sale rails last weekend… https://t.co/uPpfAIfdjQ"
608,SuperSkylord,United Kingdom ,"@megynkelly nails it👇 WATCH

#PrinceHarry #SpareUs #Spare #ShutUpHarryandMeghan #HarryandMeghan #CBS #NBC #USA… https://t.co/bfLdLyUkVm"
609,Wersula,Australia,RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
610,tinkernurse,Martello bay .UK.,"RT @WestminsterWAG: Prince Harry: the press is evil.
Also Prince Harry: here I am on the cover of People magazine.
#Spare"
611,DDorig,,"RT @BaronessBruck: Fact checker, she said‼️💥🤦🏻‍♀️ “Researcher”, she said‼️😜

Hilary McClellen of Sabele Editorial is the person singled out…"
612,heidilouise__,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
613,Pootle222,"Norfolk, England","RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
614,StephenCVGraham,Edinburgh,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
615,MikeNearLeigh,Haydock,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
616,ThisIsKimberrr,,RT @MeghansMeyhive: @scobie But they put out a ad TODAY 1/13/23 advertising the exact end of year clearance SALE #SPARE describes and they…
617,Patrici81460203,,RT @maya_echo: I know where I'm never shopping again @TKMaxx_UK #Spare
618,JudyDre44525259,Southern hemisphere ,"RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
619,Chatity8,,I like the audio book more. He read it perfectly. It doesn't even sound like he is reading.  It's like he is in fro… https://t.co/hIurGVS234
620,sugarfruit1014,,"RT @Stefie0611: H&amp;M this is what real work looks like! 
#ShutUpHarryAndMeghan #Spare us!"
621,TonySimoesdaSi1,"Exeter, England","RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
622,Woodowly1,South Africa,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
623,JewelWo80855855,,"RT @Mu_Ri_Elle: (Video in French, part 2).

""We thought that the numerous leaks in the media would turn people away from #PrinceHarry's mem…"
624,Boringoldfrat,Europe. ,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
625,chazuppal,England,RT @helenmallam: It’s quite lovely sitting with a brandy and watching in real time as ‘Queen’ consort Camilla’s reputation goes swirling do…
626,jackalsbynight,London,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
627,Patrici81460203,,"RT @TarteAuCitron2x: Was kindly given a copy of #Spare 
I had no idea his childhood friend was killed in a car crash. How awfully sad."
628,elstabIer,right where you left me ,RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
629,livingstonvii,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
630,RE_DailyMail,London,RT @mailplus: The latest episode of #PalaceConfidential is here! Watch our panel @jo_elvin @richardaeden @RE_DailyMail discuss the latest c…
631,Diane27980360,,RT @IamalsoDanisguy: After reading #Spare this clip is making me sob 😭. Like the only real love he ever had was from his mum. Reading that…
632,soletiole2912,,"RT @NicsuPR: Funny, Harry may have married one of his more UK aligned girlfriends if the  #ToxicBritishMedia hadn’t chased them away - open…"
633,deniseb52028833,,RT @ArchLiliHazMeg: James O'Brien‘s reaction to Prince Harry’s memoir #Spare selling 1.4M copies in a day has me in tears 🤣🤣🤣🤣 #Congratulat…
634,Marlene83206325,,"RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
635,ijessicagreene,,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
636,Aliandre58,"Vancouver, British Columbia","RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
637,K_Rinou,Under a starry night 🌌,"RT @QueenRMade1: Hrs ago, The Independent published an article implying  that Harry lied about shopping for sales in @TKMaxx_UK, a🇬🇧subsidi…"
638,marimobrain,ao3: slugsies,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
639,oneday1will,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
640,Dorothe99794349,United States,"RT @SussexsquadP: Finished #Spare. My tears, barely kept at bay, from the 1st word to the end when Harry insisted on bringing Lili into the…"
641,florestaqueen,"Torquay, UK",RT @ArchLiliHazMeg: James O'Brien‘s reaction to Prince Harry’s memoir #Spare selling 1.4M copies in a day has me in tears 🤣🤣🤣🤣 #Congratulat…
642,yougonfinna,outskirts of Siberia,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
643,BakiraChampion,,"RT @Freedom16356531: #PrinceHarry we can tell which parts of #Spare is written by a woman, it’s very obvious. 

#SpareUs is how #MeghanMark…"
644,Marijadr2,,RT @Sranang_Mang: @scobie @TKMaxx_UK It is clear that TK Maxx is finally admitting that their so called sales are not actually goods that a…
645,Robirdie23,"Tallahassee, FL",RT @SareneLeeds: Prince Harry after today’s #Spare numbers. https://t.co/ckf6rE7Gg2
646,Patrici81460203,,"RT @CLE_Lauren: I’m reading #Spare and it’s not at all what I thought it would be.

Halfway through, and it’s this far shown only tendernes…"
647,yougonfinna,outskirts of Siberia,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
648,Denise60453315,,RT @No_NameBanBan: Quite possibly the best article I’ve read to understand #Spare - Los Angeles Times https://t.co/uOsQH7egbP
649,Smith15005996,United kingdom,"2x Man United v Manchester city tickets available                    

#mufctransfer #mufc #Mufctickets #mufcspares… https://t.co/PtdyjFajmc"
650,MichaelsMoss,"Manchester, England",RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
651,mogall1,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
652,dgh49,"Preston, England","RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
653,HoneyM2022,somewhere,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
654,WhosFibbing,Everywhere,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
655,lululouisee1,"Manchester, England",RT @N0TINSERVICE: Can we just #SPARE a moment to appreciate all the good stuff on the Internet 😉🤫😂😂 https://t.co/CRDSEHCgL4
656,Sherri5038,,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
657,JuLiAm025,"London, England","RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
658,1TinyAnarchist,"Arse-End, World Class Shithole","RT @docrussjackson: “I didn’t care for Rupert Murdoch’s politics, which were just to the right of the Taliban’s.” - Harry.
#Spare"
659,RosadiMaggio18,,"RT @RobertoAvventu2: #Meloni #niccolò #HarryPotter #chiaraferragni #Spare #patriziacavalli  #uffizi 

I vaccini sono la chiave essenziale,…"
660,VikkiCrook10,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
661,Patrici81460203,,RT @rockthumper: It is hilarious to watch all the royal supporters desperately trying to discredit and slander Prince Harry while he takes…
662,1TinyAnarchist,"Arse-End, World Class Shithole","RT @docrussjackson: ""The Sun was about to run a story saying the Duke and Duchess of Sussex were stepping away from their royal duties to s…"
663,Allpushnoplay,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
664,DanielsChelle55,"Cincinnati, Ohio",RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
665,TonySimoesdaSi1,"Exeter, England",RT @ArchLiliHazMeg: James O'Brien‘s reaction to Prince Harry’s memoir #Spare selling 1.4M copies in a day has me in tears 🤣🤣🤣🤣 #Congratulat…
666,AgbobuJosephine,,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
667,chirpchirp212,"New York, NY",RT @Mimicinque: UK press lies caught again. Facts and photos below. #PrinceHarry #Spare
668,doreenw3msncom1,,"RT @alegrafitzgera1: I know this sounds quite mad, but I want to say to Harry and Meghan if you ever find yourself in a situation where it’…"
669,mamasaidenough,,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
670,bernade80200752,,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
671,Back2Sanity,,RT @Aditiya_renee: Finished #Spare ....thoughts 1. UK is thoroughly fucked if their monarch and heir is beholden to you know who to this le…
672,1TinyAnarchist,"Arse-End, World Class Shithole","RT @docrussjackson: ""Everyone who knew her was in full agreement that she was an infected pustule on the arse of humanity, plus a shit excu…"
673,AishaRaihanna,,"RT @DaniiZ619: You’ve got a lot of nerve to talk shit about Harry while looking like this, @theroyaleditor. #Spare #SparebyPrinceHarry http…"
674,StylesMilky,They/Them CBYF NS Larrie,"RT @yoon_strawberry: #Spare being SO good, I now want Meghan and/or Harry to write a full romance novel 😭💕"
675,TonySimoesdaSi1,"Exeter, England","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
676,soletiole2912,,RT @freepeeper: So “Part Three: Captain of My Soul” is the Royal version of How I Met Your Mother. Got it. 😂 #Spare
677,1TinyAnarchist,"Arse-End, World Class Shithole","RT @docrussjackson: ""I couldn’t think of a single human being in the 300,000-year history of the species who’d done more damage to our coll…"
678,hrexach,"Florida, USA","RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
679,alunsaunders,Gweriniaeth Cymru,"RT @HRHCatherine: Can someone from Elizabeth Arden please call my assistant. I’d like to cancel my order. Thanks.

#Spare"
680,TonySimoesdaSi1,"Exeter, England",RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
681,alisuarex,🇨🇦,RT @C0C0AM: Loving that every evil headline the #britishmedia put out gets crushed by the success of #Spare. #SparebyPrinceHarry #sparebyha…
682,RachelleChery6,,RT @ArchHazLiliMeg: “Have a quick look at the reaction he got on this late show last night”😂😂😂 #Spare #PrinceHarry https://t.co/IinDmSttMr
683,dinadeex2,Everywhere,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
684,lehman1958,,RT @Freedom16356531: #LadyC says there is a reason why #BuckinghamPalace press office exists. They have battled the media many times for #P…
685,dgh49,"Preston, England","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
686,nadaflower10,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
687,noor009100,"London, England","RT @Freedom16356531: Rude, difficult, and abrasive! 

When she doesn’t know the cameras are watching the true #MeghanMarkIe stands up 😶😳

#…"
688,WonderLys,Martinique,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
689,jersey25,"HERE, THERE, AND EVERYWHERE",🤣🤣🤣 #SparePrinceHarry #Spare https://t.co/HI33wZIvyT
690,KimberDJ,,WHY ARE Y'ALL BLATANTLY LYING .@TKMaxx_UK ?? You're having a sale right now. The world is watching... #Spare https://t.co/nGGpJNItjC
691,TherealMCM2,somewhere,"RT @Caeso_K: Harry said a ""Fleet Street jury"" warned he and Meghan they should ""expect no mercy"" for stepping back from their duties.

Yes,…"
692,js243651,,"RT @CourierBoyUK: #CharlesAndCamilla weren’t always the Sun’s favourites 🤣

#HarryTheInterview #PrinceHarry #PrinceHarryMemoir #Spare https…"
693,aircraftwoman,norwich,RT @MicheleALeach: Absolutely agree. They are nauseating. #Spare #ShutUpHarryAndMeghan #HarryandMeghanExposed #HarryisaBackstabbingLiar
694,aircraftwoman,norwich,"RT @deansreyn: Pretty sure Prince Harry and Meghans road show to ""tell their story"" via @netflix, #Spare book, 60min interview, sky banners…"
695,FlameAngelzz,,RT @FlameAngelzz: #spare #SparebyPrinceHarry #RacistRoyalFamily #KingCharlesTheCruel #PrinceWilliamIsABully #CamillaConsortsWithAbusers #Ca…
696,AlisonPaul13,,"RT @BaronessBruck: Don’t do drugs, children‼️ And also, don’t get near any of these “experts” = if you value your sanity, your family, or y…"
697,ijessicagreene,,"RT @NSome1ne: #ToxicBritishMedia #ToxicKateMiddleton 

#KateMiddleton knew the truth and kept her mouth shut and let the British Medias, th…"
698,gloria_adagbon,Nigeria x United Kingdom,Again #Spare flying off the shelves. Can’t wait to sit down properly to dissect the book. In the meantime love to H… https://t.co/NxEBYKIwg2
699,lspesq53_lsp,USA,RT @ArchewellBaby: Prince Harry sold 50% of the books printed for the US in 24 hours. Selling 1M of the 2M copies printed and beating Barac…
700,dazzlegal,United States and Hogwarts,RT @freepeeper: British media accuses Harry of attacking his family when the exact opposite is true. The amount of grace and patience he gr…
701,jade_obscure,The True North,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
702,MerlotWonderDog,"Terrigal, Central Coast ","RT @DTGTObook: Not feeling like reading #PrinceHarrySpare How about my book? Aussie Leah’s story. A romance 💕💕💕

https://t.co/tERYBptO7L

#…"
703,trinawatters,"Ottawa, ON, Canada",the writers of 2023 are GOOD for the back to back release of the Netflix doc and Spare but if they wanted to be GRE… https://t.co/l7pS3Hp5cC
704,SkateLikeAGirl8,Right Behind You ,How much did the 👻#writer get #paid to lend his name to the pack of #lies in the book #Spare? Here’s another one: https://t.co/HnCx3IU7au
705,MckiddyElaine,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
706,AishaRaihanna,,RT @royal_suitor: #PrinceHarry’s memoir #Spare is now the fastest-selling non-fiction book in @penguinrandom history with 1st day sales of…
707,timo_pjt,,"RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
708,aircraftwoman,norwich,RT @MicheleALeach: #ShutUpHarryAndMeghan It’s really nauseating how he never feels he’s wrong…ever. Mr. Perfect and Mr. Wonderful has gotte…
709,DLFHBB63,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
710,AishaRaihanna,,"RT @Mu_Ri_Elle: (Video in French)

#PrinceHarry's book is a bestseller in France 🇫🇷 

- #Spare is selling 20% more than Barack Obama's memo…"
711,jw_karma,,"RT @NicsuPR: According to the #ToxicBritishMedia, #Spare is an all out attack by #PrinceHarry against the #RoyalFamily when, in fact, his s…"
712,MAG13F35Bdriver,,RT @theprinceofwoke: Buy my book #Spare. It is also useful in a toilet emergency like running out of toilet paper. Win win. #SparebyPrinceH…
713,ilLamecus,"Lamego, Portugal","Ho letto tutto #Spare di #Harry ed è molto toccante il racconto della dura vita familiare.

Come quando doveva usci… https://t.co/PycFPI0WC2"
714,Sherri5038,,RT @MeghanMood: “Kate had other problems with the way Meg was planning her wedding.” -Prince Harry in #Spare https://t.co/CnpmecEt1a
715,atownsquare,Follows You,"RT @atownsquare: Prince Harry, The Duke of Sussex Talks #Spare with Stephen Colbert - EXT... https://t.co/keqibxrVOH via @YouTube #PrinceHa…"
716,VOAFarag,Washington DC,"RT @VOAFarag: سجل #الأمير_هاري رقماً قياسياً بمذكراته ""#Spare"" ، بعد أن باعت النسخة الإنجليزية أكثر من 1.4 مليون نسخة في أول يوم من نشرها."
717,neric16,,RT @Brentus88: #PrinceHarry refers to News Corp’s Rebekah Brooks as an “infected pustule on the arse of humanity and a shit excuse for a jo…
718,dawimwi,global citizen,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
719,Karenknowsbest,Green Gables,"It really is. So many people up in arms about him betraying his family, man, I wish he'd put the boot in, they thor… https://t.co/wu3SOR4kV4"
720,nataliacavalli,,RT @GiulioCosta_: J. R. Moehringer scrive da Dio. Credo che leggerò #Spare proprio per questo.
721,MerlotWonderDog,"Terrigal, Central Coast ",RT @DTGTObook: Got a #Spare few hours? Got a #Spare $20? It’s a Princely sum to pay to read Aussie Leah’s story. A romance 💕💕💕 Probably end…
722,livetome02,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
723,intrashted,,RT @colbertlateshow: Fans of @thecrownnetflix will be pleased to know Prince Harry fact-checks the show. 😂👑 #Colbert #Spare https://t.co/LZ…
724,KeNnaPops,"Johannesburg, South Africa",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
725,Sherri5038,,RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
726,Ces_gurl,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
727,u3065611,,RT @helenmallam: It’s quite lovely sitting with a brandy and watching in real time as ‘Queen’ consort Camilla’s reputation goes swirling do…
728,liberal_large,Musk Nation ,RT @IamMahmo: People acting as if anything #PrinceHarry is saying about @RoyalFamily is new. Diana said the exact same things and look at h…
729,hdrmwt7,اليمن,"RT @RiteStream: 🟩 Corona Virus And The Decisive Statement That Is Not To Be Taken for Amusement..
Imam Nasser Mohammed Al-Yamani
19/May/202…"
730,D_organized,Portugal,"1o capítulo do #Spare em Portugal #NaSombra 😂: ai morreu o meu avô, devia ter trazido um casaquinho. Tenho saudades… https://t.co/V6A2neI60t"
731,_hushm,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
732,SansomShelby,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
733,Aprylsmithts,,"RT @Samanth04949910: @minaskjo @Tessadunlop @PiersUncensored The book #Spare is good, nothing like the #ToxicBritishMedia have portrayed. I…"
734,2bboop2,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
735,Bongz_Mazbk,My GPS broke,"RT @QueenRMade1: I got my mother the audible version of #Spare by Prince Harry for Christmas, &amp; she finally had an opportunity to listen to…"
736,RainbowRandoms,UK | 1997,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
737,lucy_fender,London,"RT @TvKhaleesi: WHOA!!! Prince Harry’s book #Spare sold 1.43 million copies in one day. 
https://t.co/kmyaGbz4Cy"
738,u3065611,,RT @Anna__with_an_A: I’m sorry but the British media who constantly tell their readers and viewers that Prince Harry is ‘irrelevant’ flew s…
739,TowoCaroline,,"RT @duchessofpoms: The fabulous homes of British Royal “spares” :

Royal lodge (Prince Andrew), bagshot park (Prince Edward), nott’s cottag…"
740,AModernDuchess,,"Once again the #RoyalFamily show how petty they truly are. Diana, Princess of Wales family offered Meghan a tiara t… https://t.co/uVgItw9uwF"
